ID,fldOrderNumber,fldQuoteNumber,fldTotalMinutes,fldTotalHours,fldTotalHoursCost,fldRefuseRecycle,fldStandardHours,fldStandardCost,fldChallengeHours,fldChallengeCost,fldCarryUpHours,fldCarryUpCost,fldChallengeCarryUpHrs,fldChallengeCarryUpCost,fldNumberOfInstallers,fldTotalPeiceCount,fldTotalTruckCost,fldHardwareCost,fldWarehouseRec,fldOnSiteRec,fldNewUsedRec,fldOvertimeDeliveryHrs,fldOvertimeDeliveryCost,fldTotalCostAnchorage,fldAnchorageSell,fldBaseDriveHrs,fldBaseDriveCost,fldCombBaseLaborCost,fldTotalCostBaseDrive,fldBaseSell,fldEagleRiverDriveHrs,fldEagleRiverDriveCost,fldCombEagleRiverLaborCost,fldTotalCostEagleRiverDrive,fldEagleRiverSell,fldValleyDriveHrs,fldValleyDriveCost,fldCombValleyLaborCost,fldTotalCostValleyDrive,fldValleySell,fldOutOfTownLabor,fldOutOfTownCost,fldNumOutOfTownInstallers,fldTtlOutOfTownCost,fldOutOfTownSell,fldLaborStdTime,fldLaborOverTime,fldToolOverWeight,fldPerDiem,fldHotelCost,fldAirFare,fldParking,fldRentalCar,fldMiscTravel,fldDate,fldTime,fldSales,fldProjMnger,fldDesigner,fldAcctCoord,fldHdFilingTeardown,fldHdFilingInstall,fldPostShelves,fldRotaryFiles,fldModWall,fldTotalReconfigTime,fldDavisBacon,fldTruckCharge,fldNumDays,fldCustomCut,fldCorian,fldFrtCost,fldFrtSell,fldApproved,fldQuoted,fldSold,fldOptStandard,fldOptChallenge,fldOptCarryUp,fldWareHouseRecHrs,fldOnSiteRecHrs,fldNewUsedRecHrs,fldMiscServices,fldAvgCostPerStationAnch,fldAvgCostPerStationBase,fldAvgCostPerStationER,fldAvgCostPerStationValley,fldAvgCostPerStationOutOfTown,fldNumberOfStations
422,73631,73649,2625,43.8,"$1,631.55",1.8,46,"$1,713.50",55,"$2,048.75",50,1862.5,53,"$1,974.25",7,70,$50.00,$0.00,$244.73,$146.84,$244.73,0,$0.00,"$2,268.98","$3,241.40",17.5,$826.88,"$2,801.13","$3,095.86","$4,422.65",10.5,$496.13,"$2,470.38","$2,765.11","$3,950.15",17.5,$962.50,"$2,936.75","$3,231.48","$4,616.40",59.6,"$2,256.10",7,"$2,256.10","$3,223.00",56,3.599998,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/13/18,12:46:52 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,6.57,3.942,6.57,0,"$2,268.98","$3,095.86","$2,765.11","$3,231.48","$2,256.10",1
423,73697,73712,433,7.2,$268.20,0.3,8,$298.00,8,$298.00,8,298,9,$335.25,1,37,$50.00,$19.44,$40.23,$24.14,$40.23,0,$0.00,$407.67,$582.39,2.5,$118.13,$416.13,$525.80,$751.14,1.5,$70.88,$368.88,$478.55,$683.64,2.5,$137.50,$435.50,$545.17,$778.81,9.1,$349.98,1,$349.98,$499.96,8,1.1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/17/18,10:40:06 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Tiffany Ghan,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.08,0.6479999,1.08,0,$407.67,$525.80,$478.55,$545.17,$349.98,1
424,74136,74137,495,8.8,$327.80,0.4,9,$335.25,11,$409.75,10,372.5,11,$409.75,1,22,$50.00,$0.00,$49.17,$29.50,$49.17,0,$0.00,$538.92,$792.53,2.5,$118.13,$527.88,$657.05,$966.24,1.5,$70.88,$480.63,$609.80,$896.76,2.5,$137.50,$547.25,$676.42,$994.74,12.3,$501.18,2,$501.18,$737.02,8,4.3,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/3/18,10:10:04 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.32,0.7920001,1.32,30,$538.92,$657.04,$609.79,$676.42,$501.17,1
425,74398,74399,279,4.7,$175.08,0.2,5,$186.25,6,$223.50,5,186.25,6,$223.50,1,30,$50.00,$0.00,$26.26,$15.76,$26.26,0,$0.00,$299.76,$440.83,2.5,$118.13,$341.63,$417.89,$614.54,1.5,$70.88,$294.38,$370.64,$545.05,2.5,$137.50,$361.00,$437.26,$643.03,6.7,$316.58,1,$316.58,$465.55,0,6.7,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/15/18,11:44:21 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Tiffany Ghan,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.705,0.423,0.705,0,$299.76,$417.89,$370.64,$437.26,$316.57,1
426,72356,74617,1580,26.3,$979.68,1.1,27,"$1,005.75",32,"$1,192.00",30,1117.5,32,"$1,192.00",4,123,$50.00,$6.48,$146.95,$88.17,$146.95,0,$0.00,"$1,336.65","$1,965.66",10,$472.50,"$1,664.50","$1,809.15","$2,660.52",6,$283.50,"$1,475.50","$1,620.15","$2,382.58",10,$550.00,"$1,742.00","$1,886.65","$2,774.49",34.4,"$1,305.40",4,"$1,905.40","$2,802.06",32,2.400002,$200.00,$300.00,$0.00,$0.00,$100.00,$0.00,$0.00,10/23/18,11:12:09 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,3.945,2.367,3.945,0,"$1,336.65","$1,809.15","$1,620.15","$1,886.65","$1,905.40",1
428,74795,74795,315,5.2,$193.70,0.2,5,$186.25,6,$223.50,6,223.5,6,$223.50,1,20,$50.00,$0.00,$29.06,$17.43,$29.06,0,$0.00,$302.56,$444.93,2.5,$118.13,$341.63,$420.68,$618.65,1.5,$70.88,$294.38,$373.43,$549.16,2.5,$137.50,$361.00,$440.06,$647.14,6.8,$321.30,1,$321.30,$472.50,0,6.8,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/30/18,1:09:46 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.78,0.468,0.78,0,$302.55,$420.68,$373.43,$440.05,$321.30,1
429,PHS Adolescent opt 1,74841,162,2.7,$100.58,0.1,3,$111.75,3,$111.75,3,111.75,3,$111.75,1,6,$50.00,$6.48,$15.09,$9.05,$15.09,0,$0.00,$183.32,$269.58,2.5,$118.13,$229.88,$301.44,$443.30,1.5,$70.88,$182.63,$254.19,$373.81,2.5,$137.50,$249.25,$320.82,$471.79,3.4,$160.65,0,$160.65,$236.25,0,3.4,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/31/18,2:28:03 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.405,0.243,0.405,0,$183.32,$301.44,$254.19,$320.82,$160.65,1
430,74632,74841 Opt2,155,2.6,$96.85,0.1,3,$111.75,3,$111.75,3,111.75,3,$111.75,1,7,$50.00,$6.48,$14.53,$8.72,$14.53,0,$0.00,$182.76,$268.76,2.5,$118.13,$229.88,$300.88,$442.47,1.5,$70.88,$182.63,$253.63,$372.99,2.5,$137.50,$249.25,$320.26,$470.97,3.4,$160.65,0,$160.65,$236.25,0,3.4,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,10/31/18,2:33:56 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,0.39,0.234,0.39,0,$182.76,$300.88,$253.63,$320.26,$160.65,1
434,75312,75312 PM,326,5.4,$201.15,0.2,6,$223.50,6,$223.50,6,223.5,7,$260.75,1,15,$50.00,$0.00,$30.17,$18.10,$30.17,0,$0.00,$303.67,$446.58,2.5,$118.13,$341.63,$421.80,$620.29,1.5,$70.88,$294.38,$374.55,$550.81,2.5,$137.50,$361.00,$441.17,$648.78,6.8,$321.30,1,$321.30,$472.50,0,6.8,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/20/18,1:15:17 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Tiffany Ghan,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.8100001,0.4860001,0.8100001,0,$303.67,$421.80,$374.55,$441.17,$321.30,1
435,70868,75410,412,6.9,$257.03,0.3,7,$260.75,8,$298.00,8,298,8,$298.00,1,21,$50.00,$0.00,$38.55,$23.13,$38.55,0,$0.00,$386.55,$568.46,2.5,$118.13,$416.13,$504.68,$742.17,1.5,$70.88,$368.88,$457.43,$672.69,2.5,$137.50,$435.50,$524.05,$770.67,9,$345.25,1,$345.25,$507.72,8,1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,11/27/18,12:34:43 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.035,0.621,1.035,0,$386.55,$504.68,$457.43,$524.05,$345.25,1
436,75485,75559,1617,27,"$1,005.75",1.1,28,"$1,043.00",35,"$1,303.75",31,1154.75,33,"$1,229.25",4,147,$50.00,$55.08,$150.86,$90.52,$150.86,0,$0.00,"$1,499.35","$2,204.92",10,$472.50,"$1,776.25","$1,971.85","$2,899.78",6,$283.50,"$1,587.25","$1,782.85","$2,621.83",10,$550.00,"$1,853.75","$2,049.35","$3,013.75",37.4,"$1,447.15",5,"$2,197.15","$3,231.10",32,5.400002,$250.00,$375.00,$0.00,$0.00,$125.00,$0.00,$0.00,12/4/18,3:11:59 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.05,2.43,4.05,0,"$1,499.35","$1,971.85","$1,782.85","$2,049.35","$2,197.15",1
439,69660,75559Rev1,1798,30,"$1,117.50",1.2,31,"$1,154.75",36,"$1,341.00",34,1266.5,36,"$1,341.00",4,174,$0.00,$61.56,$167.63,$100.58,$167.63,0,$0.00,"$1,503.14","$2,210.49",10,$472.50,"$1,813.50","$1,975.64","$2,905.35",6,$283.50,"$1,624.50","$1,786.64","$2,627.40",10,$550.00,"$1,891.00","$2,053.14","$3,019.32",38.7,"$1,508.58",5,"$2,383.58","$3,505.26",32,6.700001,$250.00,$500.00,$0.00,$0.00,$125.00,$0.00,$0.00,12/17/18,12:57:51 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,0,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.5,2.7,4.5,0,"$1,503.14","$1,975.64","$1,786.64","$2,053.14","$2,383.58",1
437,75669,75697,1384,23.1,$860.48,0.9,24,$894.00,28,"$1,043.00",26,968.5,28,"$1,043.00",2,79,$100.00,$9.72,$129.07,$77.44,$129.07,0,$0.00,"$1,281.79","$1,884.99",5,$236.25,"$1,279.25","$1,518.04","$2,232.41",3,$141.75,"$1,184.75","$1,423.54","$2,093.44",10,$550.00,"$1,593.00","$1,831.79","$2,693.81",31.5,"$1,248.38",2,"$1,248.38","$1,835.85",24,7.5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12/11/18,10:33:01 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,2,2,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.465,2.079,3.465,0,$160.22,$189.76,$177.94,$228.97,$156.05,8
438,75784,75821,488,8.1,$301.73,0.3,8,$298.00,9,$335.25,9,335.25,10,$372.50,1,20,$50.00,$9.72,$45.26,$27.16,$45.26,0,$0.00,$440.23,$647.40,2.5,$118.13,$453.38,$558.35,$821.11,1.5,$70.88,$406.13,$511.10,$751.62,2.5,$137.50,$472.75,$577.73,$849.60,10.2,$401.95,1,$401.95,$591.10,8,2.2,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12/17/18,11:30:12 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.215,0.7290001,1.215,0,$440.23,$558.35,$511.10,$577.73,$401.95,1
440,74632,75847,297,4.9,$182.53,0.2,5,$186.25,6,$223.50,6,223.5,6,$223.50,1,14,$50.00,$9.72,$27.38,$16.43,$27.38,0,$0.00,$310.60,$456.76,2.5,$118.13,$341.63,$428.72,$630.48,1.5,$70.88,$294.38,$381.47,$560.99,2.5,$137.50,$361.00,$448.10,$658.97,6.7,$316.58,1,$316.58,$465.55,0,6.7,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12/18/18,8:39:15 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.7350001,0.441,0.7350001,0,$310.60,$428.72,$381.47,$448.10,$316.57,1
441,76001,76015,246,4.1,$152.73,0.2,4,$149.00,5,$186.25,5,186.25,5,$186.25,1,9,$50.00,$0.00,$22.91,$13.75,$22.91,0,$0.00,$259.16,$381.12,2.5,$118.13,$304.38,$377.28,$554.83,1.5,$70.88,$257.13,$330.03,$485.34,2.5,$137.50,$323.75,$396.66,$583.32,5.6,$264.60,1,$264.60,$389.12,0,5.6,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,12/31/18,1:00:23 PM,Joe Schroeder,,,,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.6149999,0.369,0.6149999,0,$259.16,$377.28,$330.03,$396.66,$264.60,1
442,75819,76130,3279,54.7,"$2,037.58",2.2,57,"$2,123.25",65,"$2,421.25",62,2309.5,66,"$2,458.50",3,150,$150.00,$58.32,$305.64,$183.38,$305.64,0,$0.00,"$2,935.21","$4,316.48",7.5,$354.38,"$2,775.63","$3,289.58","$4,837.62",4.5,$212.63,"$2,633.88","$3,147.83","$4,629.16",22.5,"$1,237.50","$3,658.75","$4,172.71","$6,136.33",73.2,"$2,738.70",3,"$2,738.70","$4,027.50",72,1.199997,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1/8/19,9:17:01 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,3,3,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,8.205,4.923,8.205,0,"$2,935.21","$3,289.58","$3,147.83","$4,172.71","$2,738.70",1
444,FBI,76216 Ancillary,600,10,$372.50,0.4,10,$372.50,12,$447.00,11,409.75,12,$447.00,2,14,$50.00,$0.00,$55.88,$33.53,$55.88,0,$0.00,$552.88,$813.05,5,$236.25,$683.25,$789.13,"$1,160.48",3,$141.75,$588.75,$694.63,"$1,021.51",5,$275.00,$722.00,$827.88,"$1,217.46",13.5,$557.88,2,$557.88,$820.40,8,5.5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1/10/19,11:42:39 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1.5,0.9,1.5,0,$552.88,$789.13,$694.63,$827.88,$557.88,1
445,73402,76231,10344,172.4,"$6,421.90",6.9,179,"$6,667.75",203,"$7,561.75",197,7338.25,209,"$7,785.25",25,703,$50.00,$55.08,$963.29,$577.97,$963.29,0,$0.00,"$8,630.12","$12,691.35",62.5,"$2,953.13","$10,514.88","$11,583.24","$17,034.18",37.5,"$1,771.88","$9,333.63","$10,401.99","$15,297.04",62.5,"$3,437.50","$10,999.25","$12,067.62","$17,746.49",228.9,"$8,575.52",29,"$8,575.52","$12,611.07",224,4.899994,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1/10/19,1:35:51 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,25.86,15.516,25.86,0,"$8,630.12","$11,583.24","$10,401.99","$12,067.62","$8,575.52",1
446,76510,76511,870,14.5,$540.13,0.6,15,$558.75,17,$633.25,17,633.25,18,$670.50,2,50,$50.00,$9.72,$81.02,$48.61,$81.02,0,$0.00,$773.99,"$1,138.22",5,$236.25,$869.50,"$1,010.24","$1,485.65",3,$141.75,$775.00,$915.74,"$1,346.68",5,$275.00,$908.25,"$1,048.99","$1,542.63",19.2,$747.20,2,$747.20,"$1,098.82",16,3.200001,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1/23/19,11:31:22 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Tiffany Ghan,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,2.175,1.305,2.175,0,$773.99,"$1,010.24",$915.74,"$1,048.99",$747.20,1
447,76564,76588,1315,21.9,$815.78,0.9,23,$856.75,26,$968.50,25,931.25,27,"$1,005.75",3,120,$50.00,$0.00,$122.37,$73.42,$122.37,0,$0.00,"$1,140.87","$1,677.74",7.5,$354.38,"$1,322.88","$1,495.24","$2,198.88",4.5,$212.63,"$1,181.13","$1,353.49","$1,990.43",7.5,$412.50,"$1,381.00","$1,553.37","$2,284.36",29.3,"$1,144.43",4,"$1,144.43","$1,682.98",24,5.299999,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1/25/19,11:28:17 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.285,1.971,3.285,0,"$1,140.87","$1,495.24","$1,353.49","$1,553.37","$1,144.42",1
448,76616,76617,750,12.5,$465.63,0.5,13,$484.25,15,$558.75,14,521.5,15,$558.75,2,66,$0.00,$19.44,$69.84,$41.91,$69.84,0,$0.00,$648.03,$952.99,5,$236.25,$795.00,$884.28,"$1,300.42",3,$141.75,$700.50,$789.78,"$1,161.45",5,$275.00,$833.75,$923.03,"$1,357.40",16.9,$638.53,2,$638.53,$939.01,16,0.8999996,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,1/28/19,2:03:52 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Tiffany Ghan,0,0,0,0,0,0,$0.00,0,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.875,1.125,1.875,0,$648.03,$884.28,$789.78,$923.03,$638.52,1
449,76878,76904,372,6.2,$230.95,0.2,6,$223.50,7,$260.75,7,260.75,7,$260.75,1,19,$50.00,$22.68,$34.64,$20.79,$34.64,0,$0.00,$368.07,$541.28,2.5,$118.13,$378.88,$486.20,$715.00,1.5,$70.88,$331.63,$438.95,$645.51,2.5,$137.50,$398.25,$505.57,$743.49,7.9,$373.28,1,$373.28,$548.93,0,7.9,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/8/19,11:06:27 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.9300001,0.558,0.9300001,0,$368.07,$486.20,$438.95,$505.57,$373.27,1
450,77171,77174,1239,20.6,$767.35,0.8,21,$782.25,24,$894.00,23,856.75,25,$931.25,3,29,$50.00,$6.48,$115.10,$69.06,$115.10,0,$0.00,"$1,065.58","$1,567.03",7.5,$354.38,"$1,248.38","$1,419.96","$2,088.17",4.5,$212.63,"$1,106.63","$1,278.21","$1,879.72",7.5,$412.50,"$1,306.50","$1,478.08","$2,173.65",27.1,"$1,040.48",3,"$1,040.48","$1,530.11",24,3.1,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/22/19,7:13:11 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,3.09,1.854,3.09,0,"$1,065.58","$1,419.96","$1,278.21","$1,478.08","$1,040.47",1
451,77172,77175,150,2.5,$93.13,0.1,3,$111.75,3,$111.75,3,111.75,3,$111.75,1,10,$50.00,$0.00,$13.97,$8.38,$13.97,0,$0.00,$175.72,$258.41,2.5,$118.13,$229.88,$293.84,$432.12,1.5,$70.88,$182.63,$246.59,$362.64,2.5,$137.50,$249.25,$313.22,$460.62,3.4,$160.65,0,$160.65,$236.25,0,3.4,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,2/22/19,7:22:12 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,0.375,0.225,0.375,0,$175.72,$293.84,$246.59,$313.22,$160.65,1
419,73399,773461,2157,36,"$1,341.00",1.4,37,"$1,378.25",42,"$1,564.50",41,1527.25,44,"$1,639.00",5,121,$50.00,$0.00,$201.15,$120.69,$201.15,0,$0.00,"$1,815.65","$2,593.79",12.5,$590.63,"$2,155.13","$2,406.28","$3,437.54",7.5,$354.38,"$1,918.88","$2,170.03","$3,100.04",12.5,$687.50,"$2,252.00","$2,503.15","$3,575.93",47.4,"$1,839.65",6,"$1,839.65","$2,628.07",40,7.400002,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/6/18,9:33:28 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,5.4,3.24,5.4,0,"$1,815.65","$2,406.27","$2,170.02","$2,503.15","$1,839.65",1
452,77192,78071,766,12.8,$476.80,0.5,13,$484.25,15,$558.75,15,558.75,15,$558.75,2,34,$50.00,$6.48,$71.52,$42.91,$71.52,0,$0.00,$686.75,"$1,009.93",5,$236.25,$795.00,$923.00,"$1,357.35",3,$141.75,$700.50,$828.50,"$1,218.38",5,$275.00,$833.75,$961.75,"$1,414.34",16.9,$638.53,2,$638.53,$939.01,16,0.8999996,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3/27/19,2:17:00 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.92,1.152,1.92,0,$686.75,$923.00,$828.50,$961.75,$638.52,1
453,77192,78073,749,12.5,$465.63,0.5,13,$484.25,15,$558.75,14,521.5,15,$558.75,2,64,$50.00,$16.20,$69.84,$41.91,$69.84,0,$0.00,$694.79,"$1,021.76",5,$236.25,$795.00,$931.04,"$1,369.18",3,$141.75,$700.50,$836.54,"$1,230.21",5,$275.00,$833.75,$969.79,"$1,426.17",16.9,$638.53,2,$638.53,$939.01,16,0.8999996,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,3/27/19,2:31:24 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,1.875,1.125,1.875,0,$694.79,$931.04,$836.54,$969.79,$638.52,1
413,72766,78204,690,11.5,$428.38,0.5,12,$447.00,14,$521.50,13,484.25,14,$521.50,2,38,$50.00,$0.00,$64.26,$38.55,$64.26,0,$0.00,$635.76,$908.22,5,$236.25,$757.75,$872.01,"$1,245.72",3,$141.75,$663.25,$777.51,"$1,110.72",5,$275.00,$796.50,$910.76,"$1,301.08",15.7,$661.83,2,$661.83,$945.46,8,7.7,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,8/10/18,10:52:22 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,1.725,1.035,1.725,0,$635.76,$872.01,$777.51,$910.76,$661.82,1
454,76877,78481,1608,26.8,$998.30,1.1,28,"$1,043.00",32,"$1,192.00",31,1154.75,32,"$1,192.00",2,63,$50.00,$0.00,$149.75,$89.85,$149.75,0,$0.00,"$1,391.75","$2,046.68",5,$236.25,"$1,428.25","$1,628.00","$2,394.11",3,$141.75,"$1,333.75","$1,533.50","$2,255.14",10,$550.00,"$1,742.00","$1,941.75","$2,855.51",36,"$1,381.00",2,"$1,381.00","$2,030.88",32,4,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,4/12/19,8:47:16 AM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,1,2,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,4.02,2.412,4.02,0,"$1,391.74","$1,627.99","$1,533.49","$1,941.74","$1,381.00",1
495,78401,78579 Rev1,4191,69.8,"$2,600.05",2.8,73,"$2,719.25",84,"$3,129.00",80,2980,84,"$3,129.00",10,152,$0.00,$0.00,$390.01,$234.00,$390.01,0,$0.00,"$3,519.01","$5,175.01",25,"$1,181.25","$4,310.25","$4,700.26","$6,912.14",15,$708.75,"$3,837.75","$4,227.76","$6,217.29",25,"$1,375.00","$4,504.00","$4,894.01","$7,197.07",94.5,"$3,585.13",12,"$3,585.13","$5,272.24",88,6.5,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,9/11/19,12:45:03 PM,Joe Schroeder,Paul Moyers,Paul Moyers,Vickie Stalmarck,0,0,0,0,0,0,$0.00,0,1,$0.00,$0.00,$0.00,$0.00,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,10.47,6.282001,10.47,0,"$3,519.01","$4,700.26","$4,227.76","$4,894.01","$3,585.13",1
